Document Class (determined),Coverage Start,Coverage End,Coverage Days,New Filename,Folder,Original Filename,MiEnviro Category,MiEnviro Document Class (prior),Class Changed,MiEnviro DocDate,Document Mgmt ID,MiEnviro Original Name,MiEnviro Deep Link,Pages,Text Source,Determination Basis,Confidence,Adjudicated by Claude,SHA256,Bytes
Permit / Application,2013-09-03,2013-09-03,1,2013-09-03 to 2013-09-03 0057_2013-11-13_Cadillac WWTP Email Exchange 9-3-13.pdf,Permit - Application,0057_2013-11-13_Cadillac WWTP Email Exchange 9-3-13.pdf,Conversion - Compliance Action,Compliance / Enforcement,YES,2013-11-13,-8365213610442199787,Cadillac WWTP Email Exchange 9-3-13.pdf,https://mienviro.michigan.gov/ncore/downloadpdf/-8365213610442199787,1,embedded text,Permit negotiation email transmitting Part 8 rules and mercury LCA procedure,medium,,80c6d43d0c24bc36d4803d280d938baeb8af71bcd3374b76dfe058fdbc23ff74,25019
Permit / Application,2013-09-19,2013-09-19,1,2013-09-19 to 2013-09-19 0054_2013-11-13_Cadillac 9-19-13 Letter to Mike Bitondo.pdf,Permit - Application,0054_2013-11-13_Cadillac 9-19-13 Letter to Mike Bitondo.pdf,Conversion - Compliance Action,Compliance / Enforcement,YES,2013-11-13,-4137983880946955700,Cadillac 9-19-13 Letter to Mike Bitondo.pdf,https://mienviro.michigan.gov/ncore/downloadpdf/-4137983880946955700,3,OCR (tesseract),City attorney comment letter objecting to draft NPDES permit conditions,high,,a3abad8f3e5e3c885b13706aef9dcff1df51130859f8531e9f0b068dbcd4d8ed,2328516
Permit / Application,2013-09-19,2013-09-19,1,2013-09-19 to 2013-09-19 0055_2013-11-13_Cadillac WWTP Cover Email 9-19-13.pdf,Permit - Application,0055_2013-11-13_Cadillac WWTP Cover Email 9-19-13.pdf,Conversion - Compliance Action,Compliance / Enforcement,YES,2013-11-13,330676165036433120,Cadillac WWTP Cover Email 9-19-13.pdf,https://mienviro.michigan.gov/ncore/downloadpdf/330676165036433120,1,embedded text,Cover email submitting electronic comments on draft NPDES permit,high,,dbdee820c38815948b61f0bb7cac413004fd3e697fe5df4773ffe06507d51d7f,87011
Permit / Application,2013-09-25,2013-09-25,1,2013-09-25 to 2013-09-25 0058_2013-11-13_Cadillac WWTP Email Response 9-25-13.pdf,Permit - Application,0058_2013-11-13_Cadillac WWTP Email Response 9-25-13.pdf,Conversion - Compliance Action,Compliance / Enforcement,YES,2013-11-13,423116088479995591,Cadillac WWTP Email Response 9-25-13.pdf,https://mienviro.michigan.gov/ncore/downloadpdf/423116088479995591,2,embedded text,DEQ response to City comments on draft permit cyanide limits,high,,88b2bdcfdf70ffcb6e17aefde364c9527c370b2ba3c309ddedf0fa51f18c17db,91446
Permit / Application,2013-10-02,2013-10-02,1,2013-10-02 to 2013-10-02 0030_2013-05-23_Issued Letter - Individual Permit.pdf,Permit - Application,0030_2013-05-23_Issued Letter - Individual Permit.pdf,Conversion - Permit,Permit / Application,,2013-05-23,4068333476844843234,Issued Letter - Individual Permit.doc,https://mienviro.michigan.gov/ncore/downloadpdf/4068333476844843234,2,embedded text,Permit issuance transmittal letter dated October 2 2013,high,,dcdd5cb57f01a3bfb522851fe07ad9b023d671ba4e56319a2b6af6b6c272156d,78229
Permit / Application,2013-11-01,2017-10-01,1431,2013-11-01 to 2017-10-01 0027_2013-05-20_Permit Template - Municipal.pdf,Permit - Application,0027_2013-05-20_Permit Template - Municipal.pdf,Conversion - Permit,Permit / Application,,2013-05-20,8273775742265584790,Permit Template - Municipal.doc,https://mienviro.michigan.gov/ncore/downloadpdf/8273775742265584790,30,embedded text,Municipal NPDES permit template; effective date to expiration,medium,,138b35bfde0e9834bb8bc720af2a53b3746ef4b7ec8a39e599c378b7589388ec,312646
Permit / Application,2013-11-01,2017-10-01,1431,2013-11-01 to 2017-10-01 0035_2013-07-17_Cadillac WWTP Draft Permit.pdf,Permit - Application,0035_2013-07-17_Cadillac WWTP Draft Permit.pdf,Conversion - Compliance Action,Compliance / Enforcement,YES,2013-07-17,6433966495781532147,Cadillac WWTP Draft Permit.pdf,https://mienviro.michigan.gov/ncore/downloadpdf/6433966495781532147,30,embedded text,Draft NPDES permit; effective November 2013 through expiration,medium,,eab262c18ad36bc98ad62f04e72d8b6a8e03a071e1e389a0bd685616a406316b,146258
Permit / Application,2013-11-01,2017-10-01,1431,2013-11-01 to 2017-10-01 0043_2013-08-16_Cadillac WWTP Public Notice Draft Permit.pdf,Permit - Application,0043_2013-08-16_Cadillac WWTP Public Notice Draft Permit.pdf,Conversion - Compliance Action,Compliance / Enforcement,YES,2013-08-16,-3380254261609336174,Cadillac WWTP Public Notice Draft Permit.pdf,https://mienviro.michigan.gov/ncore/downloadpdf/-3380254261609336174,30,embedded text,Public-noticed draft NPDES permit; effective date to expiration,medium,,4fd7f7e6bc24156dcaac01539942d49b2b1743342f3eb417cfc48e34c619f81d,146412
Permit / Application,2013-11-01,2017-10-01,1431,2013-11-01 to 2017-10-01 0053_2013-09-25_QA QC Report - Individual Permit.pdf,Permit - Application,0053_2013-09-25_QA QC Report - Individual Permit.pdf,Conversion - Permit,Permit / Application,,2013-09-25,8003362588879650113,QA QC Report - Individual Permit.doc,https://mienviro.michigan.gov/ncore/downloadpdf/8003362588879650113,5,embedded text,QA/QC report of NMS permit data; covers permit term effective 11/1/2013,medium,,11a983d1f2ae7e7e8a4ae6955c466189010e2568ec762b14c5d226da57a20d7a,106218
Permit / Application,2013-11-01,2017-10-01,1431,2013-11-01 to 2017-10-01 0056_2013-11-13_Cadillac WWTP Draft Permit 9-25-13.pdf,Permit - Application,0056_2013-11-13_Cadillac WWTP Draft Permit 9-25-13.pdf,Conversion - Compliance Action,Compliance / Enforcement,YES,2013-11-13,-6131834195465596614,Cadillac WWTP Draft Permit 9-25-13.pdf,https://mienviro.michigan.gov/ncore/downloadpdf/-6131834195465596614,30,embedded text,"Draft NPDES permit MI0020257; effective 11/1/2013, expires 10/1/2017",high,,6a04b26f793ac6808f102d527f8635293fb5efbb108410adaa936ae8d20a4b2f,147335
Permit / Application,2014-10-17,2014-10-17,1,2014-10-17 to 2014-10-17 0070_2014-10-17_Basis for Decision Memo-Classification.pdf,Permit - Application,0070_2014-10-17_Basis for Decision Memo-Classification.pdf,Conversion - SITE,Site / Miscellaneous,YES,2014-10-17,3031965344754622253,Basis for Decision Memo-Classification.doc,https://mienviro.michigan.gov/ncore/downloadpdf/3031965344754622253,1,embedded text,"Basis for decision memo determining facility classification, dated October 17 2014",medium,,05fa7600f100f1ebc8ba8d8742f59e5886e73277e0ec05019d76460fb0b953c2,50582
Permit / Application,2015-07-08,2015-07-08,1,2015-07-08 to 2015-07-08 0094_2015-07-08_Fact Sheet.pdf,Permit - Application,0094_2015-07-08_Fact Sheet.pdf,Conversion - Permit,Permit / Application,,2015-07-08,-8459938767715139506,Fact Sheet.doc,https://mienviro.michigan.gov/ncore/downloadpdf/-8459938767715139506,3,embedded text,NPDES permit fact sheet describing facility and proposed effluent limits,high,,4208a010fbb2ba933452c3c5fbc3a3ca11777d2ce6c45c37bbc398bf81eaa93c,149154
Permit / Application,2015-07-08,2015-07-08,1,2015-07-08 to 2015-07-08 0102_2015-09-30_Cadillac Mod Basis for Decision Memo.pdf,Permit - Application,0102_2015-09-30_Cadillac Mod Basis for Decision Memo.pdf,NPDES Individual Permit,Permit / Application,,2015-09-30,7718544574668863958,Cadillac Mod Basis for Decision Memo.doc,https://mienviro.michigan.gov/ncore/downloadpdf/7718544574668863958,2,embedded text,"Basis for Decision Memo dated July 8, 2015 for permit modification",high,,ca7b070f65a3649e3b837f73c084565beb8b0d30da5477f9df21f50747321046,74115
Permit / Application,2015-10-05,2015-11-04,31,2015-10-05 to 2015-11-04 0100_2015-09-29_Cadillac Mod Public Notice Document.pdf,Permit - Application,0100_2015-09-29_Cadillac Mod Public Notice Document.pdf,NPDES Individual Permit,Permit / Application,,2015-09-29,2634479280526975746,Cadillac Mod Public Notice Document.doc,https://mienviro.michigan.gov/ncore/downloadpdf/2634479280526975746,1,embedded text,Public notice of draft permit modification; notice date to comment deadline,high,,daf374ea55eea648d78002f4da12326a5ecc439655c2600bd3fd0eacaaa988a6,47071
Permit / Application,2016-01-01,2017-10-01,640,2016-01-01 to 2017-10-01 0109_2015-12-10_Cadillac Draft Permit for Issue.pdf,Permit - Application,0109_2015-12-10_Cadillac Draft Permit for Issue.pdf,NPDES Individual Permit,Permit / Application,,2015-12-10,344392362451469223,Cadillac Draft Permit for Issue.doc,https://mienviro.michigan.gov/ncore/downloadpdf/344392362451469223,29,embedded text,"NPDES permit modification effective 1/1/2016, expiring 10/1/2017",high,,a6e09a96382ec027c54a8c14a1141c1699296e0b53d381e1db8f0324cbaf6f0a,311501
Permit / Application,2016-03-16,2016-03-16,1,2016-03-16 to 2016-03-16 Wexford Landfill Groundwater Discharge Permit Application 2210(y).pdf,Permit - Application,Wexford Landfill Groundwater Discharge Permit Application 2210(y).pdf,,,NEW - not in manifest,,,,,11,embedded text,Groundwater discharge permit application Rule 2210(y) submitted 3/16/2016,high,,7ee1b2c9396c51faa97a932b9756b0a42d0fb85cf4ad0e52d204f6cefd242dc5,104769
Permit / Application,2016-03-16,2017-01-31,322,2016-03-16 to 2017-01-31 Rule 2210 Permit Template-Wexford Landfill.pdf,Permit - Application,Rule 2210 Permit Template-Wexford Landfill.pdf,,,NEW - not in manifest,,,,,26,embedded text,Issued groundwater discharge permit GW1010342 for Wexford County Landfill,medium,,38c4dd289771ab2109af0cf4a8ac198c69e58432d076683732ba20c68a9618be,2837072
Permit / Application,2017-04-03,2017-04-03,1,2017-04-03 to 2017-04-03 0187_2017-04-05_Application_2Q7-HQ21-P66B V1.pdf,Permit - Application,0187_2017-04-05_Application_2Q7-HQ21-P66B V1.pdf,Misc. Application and Request Docs,Permit / Application,,2017-04-05,-4194105337445403259,Application_2Q7-HQ21-P66B V1.pdf v1,https://mienviro.michigan.gov/ncore/downloadpdf/-4194105337445403259,22,embedded text,NPDES Municipal Application Form (Reissuance) submitted 4/3/2017,high,,6a540cadcdc6fb9200560fcfd59897410932872fa6e48ca880ee5a8266642960,134638
Permit / Application,2018-01-30,2018-01-30,1,2018-01-30 to 2018-01-30 0235_2018-01-30_WQBELBiologistFactSheet_MI0020257_1-30-2018.pdf,Permit - Application,0235_2018-01-30_WQBELBiologistFactSheet_MI0020257_1-30-2018.pdf,Misc. Application and Request Docs,Permit / Application,,2018-01-30,4396568221413786777,WQBELBiologistFactSheet_MI0020257_1-30-2018.pdf,https://mienviro.michigan.gov/ncore/downloadpdf/4396568221413786777,22,embedded text,"WQBEL biologist fact/decision sheet for NPDES reissuance, dated 1/30/2018",high,,49e091247101fd2685e47cf3f31e45318d68939df2a399f9d57dc9264cfc1538,281388
Permit / Application,2018-01-30,2018-01-30,1,2018-01-30 to 2018-01-30 0236_2018-01-30_WQBELBiologistReview_MI0020257_1-30-2018.pdf,Permit - Application,0236_2018-01-30_WQBELBiologistReview_MI0020257_1-30-2018.pdf,Misc. Application and Request Docs,Permit / Application,,2018-01-30,9173363052273315993,WQBELBiologistReview_MI0020257_1-30-2018.doc,https://mienviro.michigan.gov/ncore/downloadpdf/9173363052273315993,4,embedded text,WQBEL biologist recommendation memo for NPDES permit reissuance,high,,c041f2300a6d1b1509a8a4ed2de55c387c5bf561e4703844dd0232429d5adbc0,74667
Permit / Application,2018-04-12,2018-04-12,1,2018-04-12 to 2018-04-12 0297_2018-06-13_WQBEL Memo - Conventionals (WORD).pdf,Permit - Application,0297_2018-06-13_WQBEL Memo - Conventionals (WORD).pdf,Misc. NPDES Permit Docs,Permit / Application,,2018-06-13,3628686366959490149,WQBEL Memo - Conventionals (WORD).docx,https://mienviro.michigan.gov/ncore/downloadpdf/3628686366959490149,4,embedded text,WQBEL interoffice memo for proposed NPDES permit reissuance,high,,cf9fd2af33d7efd9edd3870ce8bad4b7a239aec59f4768eb5370f5a9e6cd4ed5,64604
Permit / Application,2018-06-20,2018-07-26,37,2018-06-20 to 2018-07-26 0303_2018-07-26_Compliance Correspondence_Cadillac WWTP - Updated Narrative and Flow Diagram.pdf,Permit - Application,0303_2018-07-26_Compliance Correspondence_Cadillac WWTP - Updated Narrative and Flow Diagram.pdf,NPDES Application Docs,Compliance / Enforcement,YES,2018-07-26,7890631484964037993,Compliance Correspondence_Cadillac WWTP - Updated Narrative and Flow Diagram.msg,https://mienviro.michigan.gov/ncore/downloadpdf/7890631484964037993,5,embedded text,Permit-renewal correspondence transmitting updated process flow diagram,medium,,7374bc78179a45892a0478b69ca83763916bf0b704888b7d188d48cfc13500cd,260947
Permit / Application,2018-07-19,2018-07-31,13,2018-07-19 to 2018-07-31 0319_2018-07-31_Application Incomplete Ltr-Compliance_Cadillac WWTP_Final Narrative and Flow Diagram.pdf,Permit - Application,0319_2018-07-31_Application Incomplete Ltr-Compliance_Cadillac WWTP_Final Narrative and Flow Diagram.pdf,NPDES Application Docs,Compliance / Enforcement,YES,2018-07-31,8260746469098060718,Application Incomplete Ltr-Compliance_Cadillac WWTP_Final Narrative and Flow Diagram.msg,https://mienviro.michigan.gov/ncore/downloadpdf/8260746469098060718,8,embedded text,Permit renewal correspondence supplying narrative and flow diagram,medium,,d39c22bf47ab8eb869c1a94552143035b991e0759206c16c33233b2b9a30cf73,322291
Permit / Application,2018-07-25,2018-10-01,69,2018-07-25 to 2018-10-01 0338_2018-10-01_Additional Email Correspondence_Asset Management Conversation.pdf,Permit - Application,0338_2018-10-01_Additional Email Correspondence_Asset Management Conversation.pdf,NPDES Application Docs,Permit / Application,,2018-10-01,5826779191242185880,Additional Email Correspondence_Asset Management Conversation.msg,https://mienviro.michigan.gov/ncore/downloadpdf/5826779191242185880,8,embedded text,"DEQ staff emails on NPDES permit renewal, limits, asset management verbiage",high,,afcd71d2de4c88414ea73be67f47462e02d580d4c037faebfc3c7463db761da0,70741
Permit / Application,2018-07-26,2018-09-12,49,2018-07-26 to 2018-09-12 0326_2018-09-12_Additional Email Correspondence_Asset Management Conversation.pdf,Permit - Application,0326_2018-09-12_Additional Email Correspondence_Asset Management Conversation.pdf,Misc. NPDES Permit Docs,Permit / Application,,2018-09-12,9171882716938331285,Additional Email Correspondence_Asset Management Conversation.msg,https://mienviro.michigan.gov/ncore/downloadpdf/9171882716938331285,8,embedded text,Permit reissuance email thread on asset management conditions,medium,,ef6102a6d438556826a312a1eb87af4c9d74f4377d8fd63a3739e0d71aeb74d4,70741
Permit / Application,2018-08-02,2018-08-02,1,2018-08-02 to 2018-08-02 0320_2018-08-02_Basis for Decision Memo-FINAL_Cadillac WWTP.pdf,Permit - Application,0320_2018-08-02_Basis for Decision Memo-FINAL_Cadillac WWTP.pdf,NPDES Individual Permit,Permit / Application,,2018-08-02,-6957847096866406337,Basis for Decision Memo-FINAL_Cadillac WWTP.docx,https://mienviro.michigan.gov/ncore/downloadpdf/-6957847096866406337,4,embedded text,"Basis for Decision memo dated August 2, 2018",high,,ce395833a637f5b5b89d9f16dc046283691ed653046c4734bd419df6c62c34e8,92428
Permit / Application,2018-08-02,2018-08-02,1,2018-08-02 to 2018-08-02 0321_2018-08-02_Fact Sheet_Cadillac WWTP.pdf,Permit - Application,0321_2018-08-02_Fact Sheet_Cadillac WWTP.pdf,NPDES Individual Permit,Permit / Application,,2018-08-02,-5308550134164369318,Fact Sheet_Cadillac WWTP.docx,https://mienviro.michigan.gov/ncore/downloadpdf/-5308550134164369318,3,embedded text,NPDES permit fact sheet for reissuance,medium,,0b7e9c09363ef4b4e033aea714a6f28f067450885db25a15cb25fafbaaa3ac57,940617
Permit / Application,2018-09-12,2018-09-20,9,2018-09-12 to 2018-09-20 0331_2018-09-20_Additional Email Correspondence_Chlorine and UV Inquiry.pdf,Permit - Application,0331_2018-09-20_Additional Email Correspondence_Chlorine and UV Inquiry.pdf,Misc. NPDES Permit Docs,Permit / Application,,2018-09-20,4781418742612633433,Additional Email Correspondence_Chlorine and UV Inquiry.msg,https://mienviro.michigan.gov/ncore/downloadpdf/4781418742612633433,3,embedded text,Permit renewal email confirming UV replaced chlorine disinfection,medium,,b0440ae9e001fac873727208551d12fb6ab0c8fb4d5d8f5d44b48d3e7058e2b8,101035
Permit / Application,2018-10-11,2018-10-11,1,2018-10-11 to 2018-10-11 0340_2018-10-11_Cadillac Asset Mngmnt Email 101118.pdf,Permit - Application,0340_2018-10-11_Cadillac Asset Mngmnt Email 101118.pdf,NPDES Misc. Site Docs,Site / Miscellaneous,YES,2018-10-11,5868232613343772688,Cadillac Asset Mngmnt Email 101118.msg,https://mienviro.michigan.gov/ncore/downloadpdf/5868232613343772688,7,embedded text,Email on draft NPDES renewal permit and asset management verbiage,medium,,6cadb6a96e6b262511e4da41d02eca4ce80680ad0cd924e7c68857a881062121,139036
Permit / Application,2018-10-11,2018-10-29,19,2018-10-11 to 2018-10-29 0346_2018-10-29_Additional Email Correspondence_Storm Water Coverage.pdf,Permit - Application,0346_2018-10-29_Additional Email Correspondence_Storm Water Coverage.pdf,NPDES Application Docs,Permit / Application,,2018-10-29,7290824506602760518,Additional Email Correspondence_Storm Water Coverage.msg,https://mienviro.michigan.gov/ncore/downloadpdf/7290824506602760518,2,embedded text,"DEQ emails on district application compliance comments, NEC before public notice",high,,a28b62aee66a221712afcdc57eb1042e7b89be7f6a205b94e6882cf5bea32320,50958
Permit / Application,2018-10-30,2018-11-05,7,2018-10-30 to 2018-11-05 0373_2018-11-05_HNH-YJTD-MY6A8 V1.pdf,Permit - Application,0373_2018-11-05_HNH-YJTD-MY6A8 V1.pdf,Misc. Application and Request Docs,Permit / Application,,2018-11-05,8236365490693403605,HNH-YJTD-MY6A8 V1.pdf v1,https://mienviro.michigan.gov/ncore/downloadpdf/8236365490693403605,4,embedded text,No Exposure Certification application for exclusion from storm water NPDES coverage,high,,2c51adcacdfd4ea1ef78a5a61070583161bebe12994dec4057d263385b8e8789,60725
Permit / Application,2019-06-06,2019-07-06,31,2019-06-06 to 2019-07-06 0322_2018-08-02_Public Notice Document_Cadillac WWTP.pdf,Permit - Application,0322_2018-08-02_Public Notice Document_Cadillac WWTP.pdf,Misc. NPDES Permit Docs,Permit / Application,,2018-08-02,-4635650844082025800,Public Notice Document_Cadillac WWTP.docx,https://mienviro.michigan.gov/ncore/downloadpdf/-4635650844082025800,1,embedded text,"Public notice dated 6/6/2019, comment period closes 7/6/2019",high,,987cffc548fab237bce8fdc70ffeb501a206e9025503c6e3be05e6c599fcd007,53213
Permit / Application,2019-09-01,2022-10-01,1127,2019-09-01 to 2022-10-01 0298_2018-06-14_NPDES Permit-FINAL_Cadillac WWTP.pdf,Permit - Application,0298_2018-06-14_NPDES Permit-FINAL_Cadillac WWTP.pdf,NPDES Individual Permit,Permit / Application,,2018-06-14,5107184373189296510,NPDES Permit-FINAL_Cadillac WWTP.docx,https://mienviro.michigan.gov/ncore/downloadpdf/5107184373189296510,38,embedded text,Final issued NPDES permit; effective 9/1/2019 through expiration,high,,9f01fe21418ab3c840b003f2834560b3fbc45edff80eb7baaf73b4fd7a921401,242034
Site / Miscellaneous,2012-03-26,2012-03-26,1,2012-03-26 to 2012-03-26 0015_2012-03-26_Cadillac WWTP Maps and Flow.pdf,Site - Miscellaneous,0015_2012-03-26_Cadillac WWTP Maps and Flow.pdf,Conversion - Compliance Action,Compliance / Enforcement,YES,2012-03-26,-2618602197135988934,Cadillac WWTP Maps and Flow.pdf,https://mienviro.michigan.gov/ncore/downloadpdf/-2618602197135988934,5,OCR (tesseract),"Facility history narrative, site plan and flow diagrams attachment",medium,,54ae24b7e6c0f7e5b4f317b358ef487df1801b2930dd300c85a09af28d904651,846280
Site / Miscellaneous,2014-10-20,2014-10-20,1,2014-10-20 to 2014-10-20 0071_2014-10-20_Certified Operator Response Form.pdf,Site - Miscellaneous,0071_2014-10-20_Certified Operator Response Form.pdf,Conversion - SITE,Site / Miscellaneous,,2014-10-20,-1554170949448187422,Certified Operator Response Form.doc,https://mienviro.michigan.gov/ncore/downloadpdf/-1554170949448187422,1,embedded text,"Blank operator designation form; administrative, fits no substantive category",medium,,7bd6c500a9f12e34ba429591b8ee7bc9f9f2b00b8fe98170dffb8e6ec4543572,29432
