file,page,category,context
2023-10-05__-7629441400464847672__Pre-Public Notice Comments and Response-Fourth Round_Cadillac WWTP.msg.pdf,59,effluent_exceedance,"inate, and prevent reoccurrence of the bypass; and other information as required by the Department. e. Bypass Not Exceeding Limitations The permittee may allow any bypass to occur which does not cause effluent limitations to be exceeded, but only if it also is for essential maintenance to ensure efficient operation. These bypasses are not subject to the"
2023-10-05__-7629441400464847672__Pre-Public Notice Comments and Response-Fourth Round_Cadillac WWTP.msg.pdf,61,enforcement,"to recover the full value of the injuries done to the natural resources of the state and the costs of surveillance and enforcement by the state resulting from the violation. 16. Electronic Reporting Upon notice by the Department that electronic reporting tools are available for specific reports or notifications, the permittee shall submit electronically via MiEn"
2023-10-05__-7629441400464847672__Pre-Public Notice Comments and Response-Fourth Round_Cadillac WWTP.msg.pdf,61,effluent_exceedance,"ent submitted or required to be maintained under this permit, including monitoring reports or reports of compliance or noncompliance, shall, upon conviction, be punished by a fine of not more than $10,000 per violation, or by imprisonment for not more than 6 months per violation, or by both. The NREPA (Section 3115(2)) provides that a person who at the time of the"
2023-10-05__-7629441400464847672__Pre-Public Notice Comments and Response-Fourth Round_Cadillac WWTP.msg.pdf,62,enforcement,"s, or terms of this permit constitutes a violation of the NREPA and/or the Clean Water Act and constitutes grounds for enforcement action; for permit or COC termination, revocation and reissuance, or modification; or denial of an application for permit or COC renewal. It shall not be a defense for a permittee in an enforcement action that it would have been necess"
2023-10-05__-7629441400464847672__Pre-Public Notice Comments and Response-Fourth Round_Cadillac WWTP.msg.pdf,62,effluent_exceedance,"tion of the permit. It is the duty of the permittee to comply with all the terms and conditions of this permit. Any noncompliance with the Effluent Limitations, Special Conditions, or terms of this permit constitutes a violation of the NREPA and/or the Clean Water Act and constitutes grounds for enforcement action; for permit or COC termination, revocation and rei"
2023-10-05__-7629441400464847672__Pre-Public Notice Comments and Response-Fourth Round_Cadillac WWTP.msg.pdf,64,effluent_exceedance,"FR 122.41(m)), nothing in this permit shall be construed to relieve the permittee from civil or criminal penalties for noncompliance, whether or not such noncompliance is due to factors beyond the permittee’s control, such as accidents, equipment breakdowns, or labor disputes. 4. Oil and Hazardous Substance Liability Nothing in this permit shall be construed to pr"
2023-10-05__-7629441400464847672__Pre-Public Notice Comments and Response-Fourth Round_Cadillac WWTP.msg.pdf,66,pfas,"sue a permit to the City of Cadillac for the Cadillac Wastewater Treatment Plant located at 1121 Plett Road, Cadillac, Wexford County, Michigan 49601. The applicant collects wastewater from the City of Cadillac, Cherry Grove Township, Clam Lake Township, and Selma Township. The applicant discharges treated municipal wastewater to the Clam River. The draft p"
2023-10-05__-7629441400464847672__Pre-Public Notice Comments and Response-Fourth Round_Cadillac WWTP.msg.pdf,69,pfas,Maximum Daily Fecal Coliform Bacteria --- --- --- --- 200 400 (report) cts/ 100 ml 5x Weekly Grab WQS Perfluorooctanesulfonic Acid (PFOS) (report) --- (report) lbs/day (report) --- (report) ng/l 3x Annual/ 2x Annually Grab WQC Perfluorooctanoic acid (PFOA) (report) --- (report) lbs/day (report) --- (report) ng/l 2x Annually Grab Available Cy
2023-10-05__-7629441400464847672__Pre-Public Notice Comments and Response-Fourth Round_Cadillac WWTP.msg.pdf,71,pfas,"ments  Pollutant Minimization Program for Total Mercury  Pollutant Minimization and Source Evaluation Program for Perfluorooctanesulfonic Acid (PFOS), Perfluorooctanoic Acid (PFOA), and Perfluorobutanesulfonic Acid (PFBS)  Untreated or Partially Treated Sewage Discharge Reporting and Testing Requirements  Facility Contact  Monthly Operating Reports  A"
2023-10-05__-7629441400464847672__Pre-Public Notice Comments and Response-Fourth Round_Cadillac WWTP.msg.pdf,71,pretreatment,"nitoring  PFAS Data Reporting Requirements  Storm Water Pollution Prevention (not required)  Michigan Industrial Pretreatment Program  Residuals Management Program for Land Application of Biosolids NOTES: For information pertaining to conventional pollutants and the establishment of certain permit conditions, see the Department’s document named “ConvWQBEL_"
2023-10-05__-7629441400464847672__Pre-Public Notice Comments and Response-Fourth Round_Cadillac WWTP.msg.pdf,72,pretreatment,"Quality Values for Ammonia Update.” Based on a recommendation from district staff, Part I.C.1. Michigan Industrial Pretreatment Program requires an evaluation of whether local limits need to be developed and submitted to the Department for toxic pollutants with new or revised final effluent limits or monitoring. The Department had a virtual meeting with the per"
2023-10-05__-825643718394833452__Public Notice Letter_Cadillac WWTP.msg.pdf,5,pfas,Maximum Daily Fecal Coliform Bacteria --- --- --- --- 200 400 (report) cts/ 100 ml 5x Weekly Grab WQS Perfluorooctanesulfonic Acid (PFOS) (report) --- (report) lbs/day (report) --- (report) ng/l 3x Annual/ 2x Annually Grab WQC Perfluorooctanoic acid (PFOA) (report) --- (report) lbs/day (report) --- (report) ng/l 2x Annually Grab Available Cy
2023-10-05__-825643718394833452__Public Notice Letter_Cadillac WWTP.msg.pdf,7,pfas,"ments  Pollutant Minimization Program for Total Mercury  Pollutant Minimization and Source Evaluation Program for Perfluorooctanesulfonic Acid (PFOS), Perfluorooctanoic Acid (PFOA), and Perfluorobutanesulfonic Acid (PFBS)  Untreated or Partially Treated Sewage Discharge Reporting and Testing Requirements  Facility Contact  Monthly Operating Reports  A"
2023-10-05__-825643718394833452__Public Notice Letter_Cadillac WWTP.msg.pdf,7,pretreatment,"nitoring  PFAS Data Reporting Requirements  Storm Water Pollution Prevention (not required)  Michigan Industrial Pretreatment Program  Residuals Management Program for Land Application of Biosolids NOTES: For information pertaining to conventional pollutants and the establishment of certain permit conditions, see the Department’s document named “ConvWQBEL_"
2023-10-05__-825643718394833452__Public Notice Letter_Cadillac WWTP.msg.pdf,8,pretreatment,"Quality Values for Ammonia Update.” Based on a recommendation from district staff, Part I.C.1. Michigan Industrial Pretreatment Program requires an evaluation of whether local limits need to be developed and submitted to the Department for toxic pollutants with new or revised final effluent limits or monitoring. The Department had a virtual meeting with the per"
2023-10-05__-825643718394833452__Public Notice Letter_Cadillac WWTP.msg.pdf,10,effluent_exceedance,"gh October), and fish consumption. The receiving stream flows used to develop effluent limitations are a 95 percent exceedance flow of 2.6 cfs, a harmonic mean flow of 13 cfs, and a 90-day, 10-year low flow of 3.4 cfs."
2023-10-05__-825643718394833452__Public Notice Letter_Cadillac WWTP.msg.pdf,10,pfas,"Permit No. MI0020257 FACT SHEET PERMITTEE / SITE NAME: City of Cadillac / Cadillac WWTP COUNTY: Wexford DESCRIPTION OF EXISTING WASTEWATER TREATMENT FACILITIES The Cadillac Wastewater Treatment Plant serves the City of Cadillac, Cherry Grove Township, Clam Lake Township, and Selma Township. Preliminary treatment consists of a flow eq"
2023-10-05__-825643718394833452__Public Notice Letter_Cadillac WWTP.msg.pdf,11,pfas,"h --- 0.3736 --- 3.51 mg/l April --- 0.23 --- 0.36 mg/l Fecal Coliform Bacteria --- 36.4 509.3 2,420 cts/ 100 ml Perfluorooctanesulfonic Acid (PFOS) --- --- --- 3.1 ng/l Perfluorooctanoic acid (PFOA) --- --- --- 4.7 ng/l Total Copper --- 19.98 --- 24 ug/l Total Nickel --- --- --- 10 ug/l Total Selenium --- 5 --- --- ug/l Bis(2-ethylhexyl)phthalate --- 11"
2023-10-05__-825643718394833452__Public Notice Letter_Cadillac WWTP.msg.pdf,17,pfas,site Maximum Daily Fecal Coliform Bacteria --- --- --- --- 200 400 (report) cts/ 100 ml 5x Weekly Grab Perfluorooctanesulfonic Acid (PFOS) --- --- --- --- --- --- (report) ng/l 3x Annual Grab Available Cyanide 0.16 --- (report) lbs/day 5.9 --- (report) ug/l Monthly Grab Total Benzidine 0.0032 --- (report) lbs/day 0.12 --- (report) ug/l 2x Mont
2023-10-05__-825643718394833452__Public Notice Letter_Cadillac WWTP.msg.pdf,18,pfas,"fate, Acute Toxicity, and Chronic Toxicity shall be taken prior to disinfection. Samples for Fecal Coliform Bacteria, PFOS, Available Cyanide, Total Benzidine, Total Bromomethane, Total Mercury, pH, and Dissolved Oxygen shall be taken after disinfection. The Department may approve alternate sampling locations that are demonstrated by the permittee to be re"
2023-10-05__-825643718394833452__Public Notice Letter_Cadillac WWTP.msg.pdf,19,pfas,"proval for reduced monitoring at any time upon notification to the permittee. g. Monitoring Frequency Reduction for Perfluorooctanesulfonic Acid (PFOS) After the submittal of at least 10 equally spaced sample results obtained over a minimum of three (3) months, the permittee may request, in writing, Department approval of a reduction in monitoring frequency fo"
2023-10-05__-825643718394833452__Public Notice Letter_Cadillac WWTP.msg.pdf,21,effluent_exceedance,"laboratory. Such validation shall be submitted to the Department upon request. 1) When monitoring shows persistent exceedance of the 1.1 TUC limit for effluent toxicity or data indicate persistent exceedance of the acute toxicity requirements of R 323.1219, the Department will determine whether the permittee must implement the toxicity control program requireme"
2023-10-05__-825643718394833452__Public Notice Letter_Cadillac WWTP.msg.pdf,23,pfas,"0.1 ug/l PCB-1242 0.1 ug/l PCB-1248 0.1 ug/l PCB-1254 0.1 ug/l PCB-1260 0.1 ug/l Pentachlorophenol 1.8 ug/l Perfluorooctanesulfonic acid (PFOS) 2.0 ng/l While EPA Method 1633 remains draft, analyses may be performed using that method, or ASTM D7979, or an isotope dilution method (sometimes referred to as Method 537 modified). Once EPA Method 1633 i"
2023-10-05__-825643718394833452__Public Notice Letter_Cadillac WWTP.msg.pdf,24,pfas,"ted in August 2024, May 2025, March 2026, and October 2026. Grab samples shall be collected for total phenols and the Perfluoroalkyl and Polyfluoroalkyl Substances (PFAS) and Volatile Organic Compounds identified below. For all other parameters, 24-hour composite samples shall be collected. The results of such additional monitoring shall be submitted with t"
2023-10-05__-825643718394833452__Public Notice Letter_Cadillac WWTP.msg.pdf,26,effluent_exceedance,"ment or after the permittee notifies the Department that final effluent concentrations of PFOS, PFOA, and/or PFBS have exceeded the WQBELs, the permittee shall submit to the Department an approvable Pollutant Minimization and Source Evaluation Program for the PFAS analyte(s) in exceedance of the WQBEL(s) to proceed toward the goal. The Pollutant Minimization and"
